author,desc,rating,reviews,title,totalratings,New_genre,Business,Classics,Comics,Contemporary,Crime,Fantasy,Fiction,History,Horror,Humor,Manga,Mystery,Nonfiction,Philosophy,Poetry,Psychology,Religion,Romance,Science,Suspense,Thriller
AntÃ³nio R. DamÃ¡sio,"Since Descartes famously proclaimed, ""I think, therefore I am,"" science has often overlooked emotions as the source of a personâ€™s true being. Even modern neuroscience has tended, until recently, to concentrate on the cognitive aspects of brain function, disregarding emotions. This attitude began to change with the publication of ,Descartesâ€™ Error, in 1995. Antonio Damasioâ€”""one of the worldâ€™s leading neurologists"" (,The New York Times,)â€”challenged traditional ideas about the connection between emotions and rationality. In this wondrously engaging book, Damasio takes the reader on a journey of scientific discovery through a series of case studies, demonstrating what many of us have long suspected: emotions are not a luxury, they are essential to rational thinking and to normal social behavior.",3.98,361,"Descartes' Error: Emotion, Reason and the Human Brain",7817,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jennifer Hillier,"Pulsing with the dark obsession of Radioheadâ€™s song â€œCreep,â€ this taut thrillerâ€”Jennifer Hillierâ€™s superb debutâ€”rockets from its seductive opening to a heartpounding climax not easily forgotten.,If he canâ€™t have her . . .,Dr. Sheila Tao is a professor of psychology. An expert in human behavior. And when she began an affair with sexy, charming graduate student Ethan Wolfe, she knew she was playing with fire. Consumed by lust when they were together, riddled with guilt when they werenâ€™t, she knows the three-month fling with her teaching assistant has to end. After all, sheâ€™s finally engaged to a kind and loving investment banker who adores her, and sheâ€™s taking control of her life. But when she attempts to end the affair, Ethan Wolfe wonâ€™t let her walk away.,. . . no one else can.,Ethan has plans for Sheila, plans that involve posting a sex video that would surely get her fired and destroy her prestigious career. Plans to make her pay for rejecting him. And as she attempts to counter his every threatening move without her colleagues or her fiancÃ© discovering her most intimate secrets, a shattering crime rocks Puget Sound State University: a female student, a star athlete, is found stabbed to death. Someone is raising the stakes of violence, sex, and blackmail . . . and before she knows it, Sheila is caught in a terrifying cat-and-mouse game with the lover she couldnâ€™t resistâ€”who is now the monster who wonâ€™t let her go.",3.78,1073,Creep,8921,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Robert Graysmith,"Robert Graysmith reveals what he feels is the true identity of Zodiac - America's most elusive serial killer.,Between December 1968 and October 1969 a hooded serial killer called Zodiac terrorized San Francisco. Claiming responsibility for thirty-seven murders, he manipulated the media with warnings, dares, and bizarre cryptograms that baffled FBI code-breakers. Then as suddenly as the murders began, Zodiac disappeared into the Bay Area fog.,After painstaking investigation and more than thirty years of research, Robert Graysmith finally exposes Zodiac's true identity. With overwhelming evidence he reveals the twisted private life that led to the crimes, and provides startling theories as to why they stopped. America's greatest unsolved mystery has finally been solved.,INCLUDES PHOTOS AND A COMPLETE REPRODUCTION OF ZODIAC'S LETTERS",3.63,144,Zodiac Unmasked: The Identity of America's Most Elusive Serial Killer Revealed,1790,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Thomas,"Jamie Foster has a lot going for himâ€”heâ€™s young, blond and handsome, with an exciting career as a journalist. Then his life falls apart.,Kent Kessler is a winner, too, a good-looking athlete and the youngest sergeant in state police history. Assigned to investigate a Gay murder, he comes up clueless. He teams with Jamie to track down the killer, and soon confronts a mind-boggling conspiracy.",3.76,13,Murder at Willow Slough,86,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anna Quindlen,"From the author of ,Blessings ,and, Still Life with Bread Crumbs,, Anna Quindlenâ€™s classic reflection on a meaningful life is the perfect gift for graduation, or any occasion.,â€œLife is made of moments, small pieces of silver amidst long stretches of tedium. It would be wonderful if they came to us unsummoned, but particularly in lives as busy as the ones most of us lead now, that wonâ€™t happen. We have to teach ourselves now to live, really live . . . to love the journey, not the destination.â€, In this treasure of a book, Anna Quindlen, the bestselling novelist and columnist, reflects on what it takes to â€œget a lifeâ€â€”to live deeply every day and from your own unique self, rather than merely to exist through your days. â€œKnowledge of our own mortality is the greatest gift God ever gives us,â€Â Quindlen writes, â€œbecause unless you know the clock is ticking, it is so easy to waste our days, our lives.â€Â Her mother died when Quindlen was nineteen: â€œIt was the dividing line between seeing the world in black and white, and in Technicolor. The lights came on for the darkest possible reason. . . . I learned something enduring, in a very short period of time, about life. And that was that it was glorious, and that you had no business taking it for granted.â€Â But how to live from that perspective, to fully engage in our days? In ,A Short Guide to a Happy Life,, Quindlen guides us with an understanding that comes from knowing how to see the view, the richness in living.",3.95,801,A Short Guide to a Happy Life,8138,Nonfiction,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
You Takumi,"Love may conquer all, but itâ€™s pure animal lust that keeps things interesting! In offices and bedrooms all over town, a doctor makes a play for a snotty young model, while a business director canâ€™t keep his hands off the man heâ€™s known since childhood.â€¯ Men from all walks of life are secretly seducing and being seduced! A few of these match-ups are filled with real, lasting love... and a few are simply moments of unchecked passion. Can you tell them apart?",3.17,3,Melted Love,47,Manga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brian Lecomber,,3.81,2,Talk Down,31,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crystal Green,"The Last Cowboy by Crystal Green released on Mar 28, 2006 is available now for purchase.",3.44,3,The Last Cowboy,34,Contemporary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irene Hannon,"The police say her father's death was suicide. But Kelly Warren says it was murder--and she has new evidence that she believes proves it. Detective Cole Taylor doesn't put much credence in her claim, and nothing in his case review suggests foul play. But when Kelly ends up in the emergency room with a suspicious life-threatening medical condition, the incident strikes him as more than just coincidence. Digging deeper, he discovers she's linked to a long-ago crime. Is history repeating itself? And who wants Kelly silenced? ,With her trademark high-intensity action and taut suspense, Irene Hannon closes out her Guardians of Justice series with a story of old grudges and budding romance that is sure to increase her substantial fan base.",4.38,192,Lethal Legacy,3415,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Miki Araya,"Takase is a legendary secretary. He'll do anything to make your day easier and efficient. Some say he's a miracle worker. As per the President's request, Takase has been assigned to his lazy son, Honjo, to become Toshiaki Honjo's secretary. As always, Takase is doing his best to support him, but Honjo makes a move and kisses him at work! What does this mean? Sounds like business is getting mixed up with pleasure!",3.6,10,Secretary's Job?,68,Manga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Joe R. Lansdale,"Dead in the West is the story of Mud Creek, Texas, a town overshadowed by a terrible evil. An Indian medicine man, unjustly lynched by the people of Mud Creek, has put a curse on the town. As the sun sets, he will have his revenge. For when darkness falls, the dead will walk in Mud Creek and they will be hungry for human flesh. The only one that can save the town is Reverend Jebediah Mercer, a gun toting preacher man who came to Mud Creek to escape his past. He has lost his faith in the Lord and his only solace is the whisky bottle. Will he renew his faith in himself and God to defeat this evil or will the town be destroyed?,Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard SF, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. While not every title we publish becomes a ,New York Times, bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors.",3.84,87,Dead in the West,824,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raymond Wacks,"This lively and accessible introduction to the social, moral, and cultural foundations of law takes a broad scope-- spanning philosophy, law, politics, and economics, and discussing a range of topics including women's rights, racism, the environment, and recent international issues such as the war in Iraq and the treatment of terror suspects. Revealing the intriguing and challenging nature of legal philosophy with clarity and enthusiasm, Raymond Wacks explores the notion of law and its role in our lives. Referring to key thinkers from the classical world to the modern, he looks at the central questions behind legal theory that have always fascinated lawyers and philosophers, as well as anyone who ever wondered about law's relation to justice, morality, and democracy.,About the Series: ,Combining authority with wit, accessibility, and style, ,Very Short Introductions, offer an introduction to some of life's most interesting topics. Written by experts for the newcomer, they demonstrate the finest contemporary thinking about the central problems and issues in hundreds of key topics, from philosophy to Freud, quantum theory to Islam.",3.65,46,Philosophy of Law: A Very Short Introduction,425,Philosophy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alec MacKenzie,"From the hands-down authority on time management techniques, here is a completely updated edition of the national bestseller. ""The Time Trap"" is filled with smart tactics, hard-hitting interviews, and handy time management tools to help you squeeze the optimal efficiency--and satisfaction-- out of your workday. Plus, you'll discover practical solutions for pinpointing and combatting the Top Twenty Time Wasters!",3.74,27,The Time Trap,336,Business,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
